fromNode	toNode	weight	direction	fromAltName	toAltName
SLC22A1	ATOH8	0.0699712666331432	undirected	SLC22A1	ATOH8
SLC22A1	KDM8	0.0775645774370073	undirected	SLC22A1	KDM8
SLC22A1	ANGPTL6	0.0731147219605703	undirected	SLC22A1	ANGPTL6
SLC22A1	ILF2	0.0759980919542388	undirected	SLC22A1	ILF2
SLC22A1	ADRA1A	0.0731684077299235	undirected	SLC22A1	ADRA1A
SLC22A1	TGIF1	0.0742860794856276	undirected	SLC22A1	TGIF1
SLC22A1	RSPO3	0.0734209017439764	undirected	SLC22A1	RSPO3
BBOX1	CLEC4G	0.0870779306690109	undirected	BBOX1	CLEC4G
BBOX1	ECM1	0.0709574614039398	undirected	BBOX1	ECM1
BBOX1	CRHBP	0.073441057487654	undirected	BBOX1	CRHBP
BBOX1	KDM8	0.0790222269067343	undirected	BBOX1	KDM8
BBOX1	ILF2	0.0827944705834792	undirected	BBOX1	ILF2
BBOX1	ADRA1A	0.0717265724840077	undirected	BBOX1	ADRA1A
SKAP1	CLEC4G	0.0762911380164075	undirected	SKAP1	CLEC4G
SKAP1	ECM1	0.0736389997341338	undirected	SKAP1	ECM1
SKAP1	ILF2	0.0761484048382288	undirected	SKAP1	ILF2
SKAP1	TGIF1	0.072628400555247	undirected	SKAP1	TGIF1
SKAP1	RSPO3	0.0706081832872857	undirected	SKAP1	RSPO3
KLKB1	CLEC4G	0.0740731263180537	undirected	KLKB1	CLEC4G
KLKB1	TGIF1	0.0690703736971178	undirected	KLKB1	TGIF1
FBP1	CLEC4G	0.0782193487947649	undirected	FBP1	CLEC4G
FBP1	ILF2	0.0694275775533243	undirected	FBP1	ILF2
FBP1	TGIF1	0.0764231710759167	undirected	FBP1	TGIF1
AADAT	CLEC4G	0.0864455508102184	undirected	AADAT	CLEC4G
AADAT	ECM1	0.0723228615964067	undirected	AADAT	ECM1
AADAT	CRHBP	0.071459992790327	undirected	AADAT	CRHBP
AADAT	DBH	0.0873318363398883	undirected	AADAT	DBH
AADAT	KDM8	0.0841350536513575	undirected	AADAT	KDM8
AADAT	ILF2	0.0857147382562985	undirected	AADAT	ILF2
AADAT	ADRA1A	0.0773261523031711	undirected	AADAT	ADRA1A
AADAT	TGIF1	0.0843480004287624	undirected	AADAT	TGIF1
AADAT	RSPO3	0.0730880486872824	undirected	AADAT	RSPO3
FAM134B	FCN2	0.074278657997439	undirected	FAM134B	FCN2
FAM134B	CLEC4G	0.0988488588512968	undirected	FAM134B	CLEC4G
FAM134B	ECM1	0.0845268808334296	undirected	FAM134B	ECM1
FAM134B	CRHBP	0.0807067062873794	undirected	FAM134B	CRHBP
FAM134B	DBH	0.0758164239074741	undirected	FAM134B	DBH
FAM134B	KDM8	0.0827922393095726	undirected	FAM134B	KDM8
FAM134B	PAMR1	0.0765898575699875	undirected	FAM134B	PAMR1
FAM134B	ILF2	0.0825521097952697	undirected	FAM134B	ILF2
FAM134B	ADRA1A	0.074077746944374	undirected	FAM134B	ADRA1A
FAM134B	TGIF1	0.0690943332639937	undirected	FAM134B	TGIF1
FAM134B	RSPO3	0.0821324404860301	undirected	FAM134B	RSPO3
IGF1	CLEC4G	0.0908914473287586	undirected	IGF1	CLEC4G
IGF1	ECM1	0.0867753024489043	undirected	IGF1	ECM1
IGF1	CRHBP	0.0703491950493317	undirected	IGF1	CRHBP
IGF1	DBH	0.0727602671040554	undirected	IGF1	DBH
IGF1	KDM8	0.083947922493128	undirected	IGF1	KDM8
IGF1	PAMR1	0.0724679074388828	undirected	IGF1	PAMR1
IGF1	ILF2	0.0929804524810366	undirected	IGF1	ILF2
IGF1	ADRA1A	0.0807278978543055	undirected	IGF1	ADRA1A
IGF1	P3H2	0.070268823949079	undirected	IGF1	P3H2
IGF1	CCT3	0.0767280053946422	undirected	IGF1	CCT3
IGF1	TGIF1	0.0791664959511624	undirected	IGF1	TGIF1
IGF1	RSPO3	0.0843357383547045	undirected	IGF1	RSPO3
SLC25A47	CYFIP2	0.0711808922276822	undirected	SLC25A47	CYFIP2
SLC25A47	ADIRF	0.0716180318821949	undirected	SLC25A47	ADIRF
SLC25A47	ADGRG7	0.0691456032444089	undirected	SLC25A47	ADGRG7
SLC25A47	FCN2	0.0906135658341944	undirected	SLC25A47	FCN2
SLC25A47	CLEC4G	0.124338652799132	undirected	SLC25A47	CLEC4G
SLC25A47	CDHR2	0.0871694862251246	undirected	SLC25A47	CDHR2
SLC25A47	C8orf4	0.0871009157790426	undirected	SLC25A47	C8orf4
SLC25A47	ECM1	0.106509200167621	undirected	SLC25A47	ECM1
SLC25A47	PROZ	0.0697783332766826	undirected	SLC25A47	PROZ
SLC25A47	C1QTNF1	0.079883173255688	undirected	SLC25A47	C1QTNF1
SLC25A47	ASPG	0.0701300800529133	undirected	SLC25A47	ASPG
SLC25A47	VIPR1	0.0808959008468028	undirected	SLC25A47	VIPR1
SLC25A47	STEAP3	0.0845077672868654	undirected	SLC25A47	STEAP3
SLC25A47	PTH1R	0.0831969947705071	undirected	SLC25A47	PTH1R
SLC25A47	CRHBP	0.105646287825013	undirected	SLC25A47	CRHBP
SLC25A47	DBH	0.0920421812432851	undirected	SLC25A47	DBH
SLC25A47	ATOH8	0.0899781317416865	undirected	SLC25A47	ATOH8
SLC25A47	PYROXD2	0.0807774754016029	undirected	SLC25A47	PYROXD2
SLC25A47	PRSS8	0.0741582858921312	undirected	SLC25A47	PRSS8
SLC25A47	LYVE1	0.0814665108006244	undirected	SLC25A47	LYVE1
SLC25A47	KDM8	0.090542000681369	undirected	SLC25A47	KDM8
SLC25A47	MARCO	0.0955560519500166	undirected	SLC25A47	MARCO
SLC25A47	GNAO1	0.0749378783228686	undirected	SLC25A47	GNAO1
SLC25A47	MYOM2	0.0847933674125927	undirected	SLC25A47	MYOM2
SLC25A47	CYP39A1	0.0860335432771372	undirected	SLC25A47	CYP39A1
SLC25A47	RNF125	0.0873929275043258	undirected	SLC25A47	RNF125
SLC25A47	SLC19A3	0.0836365583989107	undirected	SLC25A47	SLC19A3
SLC25A47	NOCT	0.0726005790791967	undirected	SLC25A47	NOCT
SLC25A47	DTX1	0.0828816427992422	undirected	SLC25A47	DTX1
SLC25A47	CDA	0.0712952452666191	undirected	SLC25A47	CDA
SLC25A47	COMT	0.0878769047090259	undirected	SLC25A47	COMT
SLC25A47	TMEM27	0.0841356598044052	undirected	SLC25A47	TMEM27
SLC25A47	PAMR1	0.0929124853653237	undirected	SLC25A47	PAMR1
SLC25A47	SLC38A2	0.0741357250296862	undirected	SLC25A47	SLC38A2
SLC25A47	SULF2	0.0758234598689463	undirected	SLC25A47	SULF2
SLC25A47	STAB2	0.0915541017680396	undirected	SLC25A47	STAB2
SLC25A47	SPRY2	0.0723982579450027	undirected	SLC25A47	SPRY2
SLC25A47	KCNN2	0.0857112787616065	undirected	SLC25A47	KCNN2
SLC25A47	SSR2	0.0788815746153203	undirected	SLC25A47	SSR2
SLC25A47	IGFBP4	0.0722009852959842	undirected	SLC25A47	IGFBP4
SLC25A47	TRIB1	0.0707788394676569	undirected	SLC25A47	TRIB1
